Name,Beg,End,Location,Score
AT2G39470.3,179,260,proximal,-2.2529651653082876
AT2G39470.3,319,427,proximal,-1.3206276439585358
AT1G73180.2,137,402,proximal,14.971337858585441
AT1G73180.1,137,402,proximal,14.971337858585441
AT2G06010.1,162,989,proximal,1.7290996654052502
AT4G22440.1,70,520,proximal,-23.75962123806228
AT3G26115.1,98,246,proximal,5.965955869695655
AT3G26115.2,98,246,proximal,5.965955869695655
AT5G23330.1,262,440,proximal,13.724053467749261
AT1G01950.1,263,533,proximal,24.312492685559114
AT1G01950.2,263,533,proximal,24.312492685559114
AT1G01950.3,263,533,proximal,24.312492685559114
AT1G11200.1,82,529,proximal,22.696383819625055
AT2G33220.1,338,780,proximal,13.436349165551558
AT3G21390.1,207,545,proximal,14.736667160325391
AT1G35530.1,167,240,proximal,11.414482695904404
AT1G35530.2,167,240,proximal,11.414482695904404
AT5G18640.1,359,477,proximal,5.493846936953054
AT2G06510.1,77,164,proximal,7.407622756322313
AT2G06510.2,77,164,proximal,7.407622756322313
AT2G06510.2,203,271,proximal,8.3948830788901
AT2G07200.1,116,333,proximal,-2.5780149428098715
AT1G50840.1,322,685,proximal,17.068288557614324
AT1G20693.1,178,498,proximal,41.11268028819926
AT1G20693.2,178,498,proximal,41.11268028819926
AT1G20693.3,178,498,proximal,41.11268028819926
AT5G14650.1,263,338,proximal,3.0707715092864167
AT4G00690.1,303,408,proximal,1.3296276621209215
AT2G24693.1,44,226,proximal,-3.307203732146978
AT2G24693.1,340,549,proximal,-2.955226940589099
AT4G39917.1,64,204,proximal,-8.068189022468317
AT3G53110.1,129,225,proximal,15.258703785954024
AT1G51380.1,347,831,proximal,-17.428656656619165
AT5G47820.1,148,663,proximal,21.861104457405506
AT5G47820.2,148,663,proximal,21.861104457405506
AT5G18940.2,309,504,proximal,13.38827152038654
AT5G18940.1,309,504,proximal,13.38827152038654
AT1G52800.1,380,579,proximal,-3.4720290207955347
AT1G31190.1,389,571,proximal,-3.6958579030848107
AT2G36320.1,370,545,proximal,11.041676435733947
AT5G23540.1,233,422,proximal,34.87563424081815
AT5G23540.2,190,422,proximal,37.082072494490106
AT1G61280.1,280,361,proximal,5.856214949397586
AT1G79940.4,134,455,proximal,27.980251640262523
AT1G79940.1,134,452,proximal,27.89170926954241
AT1G79940.2,134,455,proximal,27.980251640262523
AT1G79940.3,177,455,proximal,17.919158359651142
AT5G03150.1,392,765,proximal,-48.26527860460126
AT4G37530.1,218,303,proximal,4.684243966349472
AT4G37530.2,218,303,proximal,4.684243966349472
AT2G39855.1,309,397,proximal,-5.047378735147036
AT2G39855.2,309,397,proximal,-5.047378735147036
AT2G47190.1,239,329,proximal,-11.334724872692183
AT1G02410.1,82,308,proximal,48.698500525348685
AT1G61340.2,132,250,proximal,14.55632000611997
AT1G61340.1,132,250,proximal,14.55632000611997
AT5G44750.1,228,436,proximal,9.224629598444757
AT5G44750.2,228,436,proximal,9.224629598444757
AT2G17723.1,61,335,proximal,-1.9319694155794669
AT3G60950.1,54,489,proximal,3.6459414227757745
AT1G21780.1,394,491,proximal,9.02800159030859
AT1G09590.1,284,846,proximal,-14.240578511235945
AT5G52240.1,383,1156,proximal,26.516765010310028
AT5G52240.2,383,1156,proximal,26.516765010310028
AT5G65180.1,340,525,proximal,-0.43830968815136345
AT3G61390.1,282,372,proximal,-0.8675709474092091
AT3G61390.2,282,372,proximal,-0.8675709474092091
AT3G52620.1,141,320,proximal,-3.119565018479462
AT5G62020.1,369,451,proximal,6.670523533074229
AT5G03300.1,226,414,proximal,20.22815748335882
AT1G78070.1,94,188,proximal,11.730453663500947
AT1G78070.1,341,434,proximal,-2.3523837273557
AT2G34630.2,293,796,proximal,18.15168653603311
AT2G34630.1,293,793,proximal,17.729637987068855
AT1G20460.1,257,1424,proximal,-29.70775697138093
AT1G67180.1,86,365,proximal,38.72713219613125
AT1G55840.1,344,455,proximal,9.614681831452945
AT1G55840.2,344,880,proximal,30.169066881115754
AT5G04460.2,187,263,proximal,12.851057011891474
AT5G04460.3,187,263,proximal,12.851057011891474
AT1G65930.1,251,605,proximal,61.68956142252436
AT4G25680.1,394,991,proximal,-4.094215458618494
AT4G22230.1,76,162,proximal,-3.5851086534373167
AT4G22230.2,76,165,proximal,-2.8534605638982398
AT2G28930.3,300,729,proximal,10.735023412497096
AT2G28930.2,291,729,proximal,8.702447407139884
AT1G32710.1,248,334,proximal,2.81901273046455
AT5G46220.1,337,650,proximal,-6.494678733048193
AT4G39690.1,110,301,proximal,13.801744176186341
AT4G39690.1,366,447,proximal,6.648106304047113
AT2G29350.1,211,315,proximal,-5.6687207078069175
AT2G29350.2,211,315,proximal,-5.6687207078069175
AT2G29350.3,215,320,proximal,-6.203348450791076
AT1G43780.1,265,969,proximal,-17.153215275206374
AT4G20220.1,268,1865,proximal,-63.13824900382474
AT3G17910.1,249,342,proximal,-2.427665101156474
AT1G65850.2,120,224,proximal,-5.474029730214607
AT1G65850.1,120,269,proximal,-6.266773099357814
AT1G16590.1,119,209,proximal,-0.31537674619895123
AT1G16590.1,291,364,proximal,6.748693912450031
AT1G33910.1,196,373,proximal,0.2091501509572244
AT1G47786.1,212,582,proximal,-27.246061365616946
AT4G14723.1,365,561,proximal,1.8553099475284864
AT2G15260.1,34,125,proximal,-6.570731018577245
AT1G12080.1,142,324,proximal,1.9887046058538982
AT1G12080.2,142,324,proximal,1.9887046058538982
AT5G51720.1,277,532,proximal,-10.999076388868179
AT5G40260.2,128,505,proximal,44.597080289672114
AT5G40260.1,128,505,proximal,44.597080289672114
AT4G01890.1,387,493,proximal,0.48013388350383285
AT3G25400.1,215,697,proximal,14.036422811780374
AT1G74870.1,237,463,proximal,35.57781408880822
AT3G20380.1,210,323,proximal,3.8176726499530558
AT5G01610.1,175,497,proximal,0.9340255776465936
AT5G51970.2,214,296,proximal,-0.34092520962076733
AT4G14930.1,397,675,proximal,27.619320764971203
AT5G41100.1,324,680,proximal,7.313215069289139
AT5G41100.2,324,680,proximal,7.313215069289139
AT5G54440.1,184,576,proximal,12.767230543152841
AT5G49000.1,340,471,proximal,-3.6707850519859324
AT1G70650.2,364,518,proximal,3.2436378802936945
AT1G70650.1,364,518,proximal,3.2436378802936945
AT1G70660.2,218,393,proximal,31.84412991616292
AT1G70660.1,218,393,proximal,31.84412991616292
AT5G51470.1,287,426,proximal,-5.071940341870131
AT4G01245.1,98,217,proximal,5.386243308102997
AT4G01245.1,321,397,proximal,7.006939967430721
AT5G64520.3,369,512,proximal,5.866847283569108
AT5G64520.1,369,512,proximal,5.866847283569108
AT5G64520.2,369,512,proximal,5.866847283569108
AT3G30520.1,99,378,proximal,-15.991541758498528
AT5G20640.1,379,468,proximal,-3.0533918504422672
AT5G66560.1,218,322,proximal,-3.9788407725817025
AT5G66560.1,393,493,proximal,1.874252373550769
AT3G13050.1,92,346,proximal,27.6200794349527
AT2G19520.1,354,708,proximal,28.85411454218713
AT5G59890.1,136,676,proximal,69.92635218867521
AT5G59890.2,263,676,proximal,45.37676454139352
AT5G44780.1,390,473,proximal,5.213503471727045
AT1G29280.1,356,454,proximal,0.3719627883417815
AT5G01870.1,398,491,proximal,-9.273439663217747
AT3G23410.1,265,611,proximal,15.1235046806435
AT3G24050.1,346,923,proximal,38.10309730072524
AT2G04865.1,229,536,proximal,40.07913476682084
AT4G07740.1,159,230,proximal,2.303760263729535
AT4G07740.1,327,407,proximal,-0.162530112869545
AT3G03340.1,266,553,proximal,-8.205303518181807
AT4G05612.1,49,327,proximal,-27.912326063536675
AT4G05612.1,397,451,proximal,-4.932068714013809
AT4G05612.2,49,505,proximal,-50.338197580348215
AT5G41360.1,244,342,proximal,16.55826713474742
AT5G41360.1,387,473,proximal,-0.27190676075096004
AT2G40030.1,231,585,proximal,42.94422205283649
AT4G27760.1,310,432,proximal,16.13448087261072
AT2G44195.1,158,423,proximal,14.14114112471114
AT5G51540.1,204,398,proximal,3.024044607059429
AT3G19470.2,178,277,proximal,0.1840922109033668
AT3G19470.1,178,280,proximal,1.1085529033190322
AT4G38440.1,222,409,proximal,-4.967531045231385
AT1G59610.1,333,831,proximal,34.66762058602882
AT5G55440.1,61,149,proximal,-4.350296702161527
AT3G52290.1,218,317,proximal,-6.364632143622718
AT1G15920.2,311,442,proximal,18.38412422647975
AT5G23510.2,148,241,proximal,-9.583355425738695
AT2G38995.1,235,510,proximal,-11.46678216231755
AT2G38995.2,235,510,proximal,-11.46678216231755
AT5G48400.1,286,394,proximal,-7.9550781370543
AT5G48400.2,286,394,proximal,-7.9550781370543
AT2G36145.1,300,440,proximal,1.1914751278487747
AT5G43600.1,382,467,proximal,1.860119949869839
AT5G52670.1,79,175,proximal,-9.40727584110086
AT5G52670.1,255,352,proximal,-9.123910122675346
AT1G45474.1,236,307,proximal,-5.283685345489775
AT1G45474.2,236,307,proximal,-5.283685345489775
AT4G25410.1,242,403,proximal,15.41964420752965
AT2G42990.1,394,485,proximal,-3.4540220418798655
AT4G10330.1,158,264,proximal,18.18392751996334
AT5G41800.1,154,224,proximal,3.00488554435311
AT1G55130.1,108,386,proximal,17.094390666074098
AT2G15470.1,144,345,proximal,-20.60986986449254
AT5G02520.1,54,143,proximal,9.604012513952318
AT5G02520.1,233,316,proximal,13.89658855685409
AT1G30320.1,132,462,proximal,11.22137495391237
AT3G63300.1,399,481,proximal,-2.0765184008416897
AT1G25380.1,338,428,proximal,16.993132195204396
AT3G07760.2,206,347,proximal,19.3254751405041
AT3G07760.1,210,347,proximal,19.32433308138022
AT4G18320.1,209,535,proximal,-7.901404321089843
AT5G55840.1,166,405,proximal,6.708363567186555
AT5G18540.1,171,258,proximal,14.736853466463524
AT5G18540.2,171,258,proximal,14.736853466463524
AT5G11690.1,248,494,proximal,16.301869461396326
AT4G08780.1,207,3056,proximal,-104.46786791244703
AT5G45710.1,247,652,proximal,46.951420459520065
AT5G45710.2,247,652,proximal,46.951420459520065
AT5G57080.1,126,346,proximal,15.151428195051052
AT4G27850.1,76,472,proximal,2.2418570016598958
AT4G34360.1,132,209,proximal,-2.466718151386227
AT4G34360.1,307,402,proximal,9.81698483431669
AT3G07720.1,110,714,proximal,30.00697891803662
AT1G11730.1,116,695,proximal,19.097892822161903
AT1G15280.1,78,204,proximal,19.641691505589034
AT1G15280.2,78,204,proximal,19.641691505589034
AT4G34330.1,400,512,proximal,-4.192199394875538
AT1G69870.1,368,932,proximal,-12.147298061066428
AT4G21865.1,125,294,proximal,22.155863200370707
AT4G21865.1,388,660,proximal,28.781544423043243
AT5G24300.2,400,693,proximal,36.043648620617496
AT5G24300.1,400,693,proximal,36.043648620617496
AT2G05915.1,58,156,proximal,0.22124695368383446
AT1G27240.1,140,255,proximal,-2.669810238620268
AT5G43460.1,202,895,proximal,73.62952185295235
AT5G14300.1,288,459,proximal,9.926737164167882
AT3G56180.1,353,429,proximal,-5.8814894744360995
AT2G40670.2,191,271,proximal,-5.437728554659917
AT2G40670.2,358,454,proximal,3.200233269349449
AT2G40670.1,191,271,proximal,-5.437728554659917
AT2G40670.1,358,454,proximal,3.200233269349449
AT5G13690.1,267,340,proximal,-1.7144652785401737
AT1G69510.1,128,426,proximal,23.067202594327494
AT1G69510.3,128,421,proximal,22.98756229932143
AT2G40700.1,136,224,proximal,-2.3886026916223404
AT2G40700.1,298,398,proximal,-0.1607199145402651
AT3G61490.1,51,365,proximal,-28.026370789544004
AT3G61490.3,92,365,proximal,-24.54820148848107
AT4G13480.1,115,207,proximal,0.30998660728606436
AT4G13480.1,338,437,proximal,2.733519841690155
AT5G15070.1,120,312,proximal,22.12707505665849
AT5G15070.2,120,312,proximal,22.12707505665849
AT4G19340.1,157,331,proximal,6.315931495947098
AT4G22214.1,127,217,proximal,-2.183499787041607
AT3G25420.1,140,265,proximal,2.07077315798124
AT3G47550.1,158,351,proximal,33.9547228808871
AT3G47550.3,158,351,proximal,33.9547228808871
AT1G24450.1,126,222,proximal,10.319384988311528
AT1G24450.1,312,515,proximal,4.811602905610098
AT3G59650.2,167,438,proximal,1.6703847092700859
AT3G59650.1,167,438,proximal,1.6703847092700859
AT3G06980.1,326,457,proximal,8.218213173784957
AT3G10220.1,116,203,proximal,12.630737139522306
AT3G10220.1,325,416,proximal,-0.24816104998050192
AT1G05900.1,188,291,proximal,12.209560662339413
AT1G05900.2,188,291,proximal,12.209560662339413
AT3G44590.1,68,161,proximal,14.31356736002866
AT3G44590.1,254,483,proximal,15.609334994965694
AT3G44590.2,68,158,proximal,13.8432229508892
AT3G44590.2,254,483,proximal,15.609334994965694
AT3G22050.1,333,568,proximal,-3.092539428863093
AT5G08660.1,110,369,proximal,15.001493362555749
AT1G27630.1,108,445,proximal,46.014522930404674
AT1G77140.1,228,363,proximal,23.798300195890455
AT3G10540.1,395,571,proximal,4.020742503106966
AT3G16390.1,226,321,proximal,1.5985331877591717
AT1G68185.1,119,232,proximal,4.688045998995858
AT1G68185.1,309,396,proximal,9.49376554436021
AT2G16800.1,394,639,proximal,18.099836166438838
AT2G01600.1,247,350,proximal,21.433055218891383
AT5G61030.1,50,405,proximal,21.335685954973084
AT3G47720.1,59,143,proximal,7.866843731868894
AT5G01140.1,85,132,proximal,2.908963135667151
AT1G15910.1,132,600,proximal,12.411797915270931
AT1G69400.2,184,278,proximal,13.20148582220981
AT1G69400.1,184,278,proximal,13.20148582220981
AT4G21320.1,256,362,proximal,5.856332629418928
AT1G51915.1,212,286,proximal,5.198762948836669
AT3G28770.1,342,536,proximal,-19.6927831723524
AT5G24650.1,326,424,proximal,1.2027464190468233
AT4G11393.1,67,178,proximal,-8.560466293505225
AT1G66930.1,190,339,proximal,-2.988521883550012
AT4G16840.1,276,463,proximal,16.935532792578684
AT1G64130.1,57,683,proximal,-27.587907206938063
AT5G50940.1,142,251,proximal,10.406243115611215
AT5G50940.1,332,485,proximal,7.200652216782348
AT5G24210.1,84,476,proximal,-4.465138608740821
AT3G56720.2,234,330,proximal,2.0167790250312714
AT3G56720.1,234,330,proximal,2.0167790250312714
AT3G56720.3,234,330,proximal,2.0167790250312714
AT5G61228.1,144,590,proximal,55.551582137782894
AT5G61230.1,144,590,proximal,55.551582137782894
AT2G32210.1,122,268,proximal,-14.350320829472063
AT1G48460.1,213,307,proximal,2.429162426831953
AT1G48460.1,351,437,proximal,-5.776932786905103
AT2G19750.1,87,199,proximal,0.01771369441025865
AT2G19750.1,338,805,proximal,26.191746757662795
AT1G16670.1,234,485,proximal,5.399941933861897
AT1G71150.1,118,204,proximal,10.464645357787
AT1G71150.1,299,384,proximal,2.0864906322313215
AT2G19540.1,89,205,proximal,14.491017236283977
AT2G19540.1,361,572,proximal,-0.4126662921495461
AT3G44180.1,342,417,proximal,-7.118812880337828
AT1G31070.2,299,407,proximal,14.186538219302102
AT1G31070.1,299,407,proximal,14.186538219302102
AT3G18510.1,155,224,proximal,1.7139001395144946
AT1G06230.3,207,466,proximal,25.770155158564354
AT1G06230.1,207,312,proximal,5.746026872391145
AT2G16850.1,346,574,proximal,-18.347981792358855
AT1G74140.1,361,898,proximal,32.89719179866001
AT1G74140.2,361,898,proximal,32.89719179866001
AT1G74140.3,361,898,proximal,32.89719179866001
AT1G74140.5,361,898,proximal,32.89719179866001
AT1G74140.4,361,898,proximal,32.89719179866001
AT5G22470.1,125,204,proximal,-1.3622547806366807
AT5G06265.3,97,491,proximal,7.310903732390403
AT5G06265.1,97,1276,proximal,43.39833148268191
AT3G05190.1,138,425,proximal,1.5492165554994521
AT1G19890.1,72,185,proximal,8.46926277974014
AT1G19890.1,266,363,proximal,3.946663301801135
AT1G08430.1,295,416,proximal,-3.6856150209402956
AT5G15230.1,183,382,proximal,7.262069973001212
AT1G33860.1,211,288,proximal,4.593600804889553
AT1G33860.1,380,751,proximal,61.700938950041795
AT1G33860.2,211,288,proximal,4.593600804889553
AT1G33860.2,366,428,proximal,-0.21151529679527137
AT3G05155.1,209,361,proximal,9.938632690080588
AT3G62740.1,126,207,proximal,7.634290103662251
AT3G62740.1,272,348,proximal,5.719929390752008
AT5G37160.1,117,195,proximal,-3.022894240776742
AT4G00260.1,54,150,proximal,3.4241389603122334
AT1G69580.1,359,448,proximal,2.822118287062704
AT1G69580.2,359,448,proximal,2.822118287062704
AT1G73190.1,353,443,proximal,-10.042483648223154
AT4G19260.1,157,330,proximal,5.925888410559416
AT3G29740.1,141,256,proximal,-1.6751805282182435
AT3G55740.1,378,996,proximal,7.138824829229058
AT3G55740.2,378,1010,proximal,5.859419598865067
AT5G04410.1,388,503,proximal,24.516066861101592
AT5G48040.1,123,295,proximal,0.7495318849988797
AT2G15010.1,275,357,proximal,-5.301797163609738
AT1G19396.2,181,336,proximal,10.125438475231917
AT1G19396.1,181,1641,proximal,55.48875337688392
AT1G19396.3,181,1635,proximal,56.12481084958691
AT1G09710.2,146,225,proximal,11.889819074967741
AT1G09710.2,331,425,proximal,16.13908150522957
AT1G09710.1,146,225,proximal,11.889819074967741
AT1G09710.1,331,425,proximal,16.13908150522957
AT1G16700.1,137,239,proximal,10.452987823877802
AT1G16700.1,341,755,proximal,-6.414080009294281
AT3G20910.1,116,439,proximal,30.236476060637635
AT1G13605.1,114,209,proximal,-9.270291027317844
AT4G10800.1,81,353,proximal,28.05312131496975
AT3G55910.1,154,246,proximal,-1.3633906898367125
AT1G80680.1,242,589,proximal,-3.1483103682742333
AT1G28540.1,368,1058,proximal,-8.901989405354424
AT5G40510.1,323,422,proximal,1.527447829970608
AT3G26090.1,215,650,proximal,41.39603707690105
AT2G39420.1,81,192,proximal,3.8817991568717973
AT2G39420.1,226,319,proximal,0.7644930487489463
AT5G59440.1,132,283,proximal,15.388587680338318
AT5G59440.1,339,577,proximal,-3.3447213952677504
AT5G59440.3,172,283,proximal,12.73101490116127
AT5G59440.3,339,577,proximal,-3.3447213952677504
AT5G59440.2,132,283,proximal,15.388587680338318
AT5G59440.2,339,584,proximal,-2.8112953406399965
AT3G44530.2,28,417,proximal,20.031030253106792
AT5G59670.1,123,215,proximal,-5.485672208327312
AT5G19690.1,259,740,proximal,30.692054861550325
AT2G18960.1,269,1546,proximal,47.64461761903579
AT5G40155.1,141,284,proximal,2.3266107686127713
AT1G04710.1,115,352,proximal,24.28570372813918
AT5G39340.1,156,644,proximal,60.77935782140179
AT4G34840.1,86,158,proximal,12.311876274840147
AT4G34840.1,223,289,proximal,6.743436107377724
AT4G34840.1,382,469,proximal,-0.06798148497932899
AT1G78476.1,89,191,proximal,-1.214939022166653
AT1G78476.1,256,602,proximal,-4.251386018086899
AT1G12180.1,79,182,proximal,0.18938298049719426
AT2G02795.1,43,132,proximal,-3.9970754222293845
AT5G04800.2,94,706,proximal,14.96959140902225
AT5G04800.1,94,709,proximal,14.919381854964106
AT5G04800.3,98,709,proximal,12.31640585832707
AT5G04800.4,152,706,proximal,7.199247770108343
AT4G05553.1,57,129,proximal,-3.0841925290964247
AT4G05553.1,256,459,proximal,-5.925000128183145
AT3G26490.1,59,155,proximal,14.103821627448445
AT3G26490.1,226,313,proximal,4.888818461876226
AT3G61410.1,272,379,proximal,-0.9759663336575031
AT5G07410.1,298,386,proximal,-7.37268267084743
AT5G51850.1,342,456,proximal,0.42616650942793244
AT1G20816.1,139,506,proximal,2.379277008112756
AT5G53100.1,185,302,proximal,4.093694797255145
AT3G23540.1,258,740,proximal,37.99267065968521
AT2G44450.1,195,279,proximal,9.444491373852836
AT2G44450.1,350,593,proximal,15.94498565629434
AT2G21270.1,55,532,proximal,62.573347278495895
AT2G21270.3,311,532,proximal,17.661759932052654
AT4G12800.1,315,679,proximal,-16.053242937100258
AT1G72050.1,190,326,proximal,24.2313220166586
AT1G72050.2,190,326,proximal,24.2313220166586
AT2G28990.1,70,184,proximal,-9.508863290063433
AT5G21110.1,86,278,proximal,-19.141981179261446
AT3G06160.2,84,1097,proximal,-26.91327940675196
AT3G06160.1,84,1391,proximal,-25.63197672601819
AT1G49960.1,152,471,proximal,16.67491656543539
AT4G33420.1,274,359,proximal,8.178067966395515
AT3G11800.1,367,931,proximal,36.931017962237945
AT1G56670.1,280,1188,proximal,64.82359845752435
AT3G26060.2,286,763,proximal,-15.745069120196323
AT3G26060.1,286,766,proximal,-15.050022881801336
AT2G26600.1,382,586,proximal,24.8351312172663
AT2G26600.2,202,586,proximal,41.7590017967361
AT4G20325.2,149,347,proximal,9.808133811615486
AT4G20325.1,149,347,proximal,9.808133811615486
AT3G62530.1,353,423,proximal,-0.11052268501232354
AT5G16290.1,328,797,proximal,24.706839143247944
AT5G16290.2,328,797,proximal,24.706839143247944
AT3G28870.1,373,453,proximal,9.570660477345088
AT2G36305.1,298,605,proximal,8.433778701144325
AT1G60986.1,142,244,proximal,4.3975649740400575
AT2G28710.1,40,561,proximal,-13.500504439277423
AT2G03120.1,174,481,proximal,68.72805319983102
AT1G75910.1,315,438,proximal,-8.792002460758805
AT3G03910.1,179,276,proximal,2.1439019093762526
AT3G03910.1,391,474,proximal,-1.168007555178965
AT1G05240.1,278,366,proximal,-5.523086402396312
AT2G36610.1,85,203,proximal,-9.24837111531348
AT2G04270.1,377,646,proximal,0.5210061530539206
AT2G04270.2,377,646,proximal,0.5210061530539206
AT2G04270.5,377,646,proximal,0.5210061530539206
AT4G35970.1,155,237,proximal,0.849563333515747
AT4G35970.1,363,465,proximal,-5.9659936676016665
AT2G29510.1,218,626,proximal,18.94640071689326
AT5G14060.1,324,671,proximal,8.550738856416444
AT5G14060.2,324,665,proximal,6.58729267744635
AT5G64680.1,33,257,proximal,25.795970188201213
AT5G64680.3,33,257,proximal,25.795970188201213
AT5G28560.1,57,149,proximal,2.557938966077121
AT1G32050.1,234,696,proximal,46.036125927748294
AT1G68220.1,184,264,proximal,13.549340329324195
AT5G25630.2,275,473,proximal,-6.779554767990631
AT5G25630.1,275,473,proximal,-6.779554767990631
AT4G02280.1,337,424,proximal,5.301103102828963
AT5G62730.1,96,220,proximal,6.47102019235404
AT5G62730.1,327,543,proximal,-18.206595774503768
AT2G27035.1,195,284,proximal,-0.4508862309664723
AT4G17970.1,354,465,proximal,-13.43212654862046
AT5G41060.1,364,820,proximal,-5.0261334399240365
AT2G02450.1,292,621,proximal,-19.7960383222157
AT2G02450.2,292,621,proximal,-19.7960383222157
AT5G43640.1,143,225,proximal,1.7065635539537098
AT5G43640.1,284,819,proximal,-24.804397060736488
AT5G59400.1,259,435,proximal,15.70395515396961
AT5G59400.2,259,435,proximal,15.70395515396961
AT4G26150.1,282,363,proximal,-5.022952814937574
AT4G39660.1,266,495,proximal,42.123980813137656
AT3G14080.1,127,236,proximal,7.604338302427415
AT2G31957.1,73,302,proximal,-12.241067427875556
AT1G74045.1,348,429,proximal,-6.139938849395535
AT2G41110.2,262,589,proximal,34.75354538955776
AT2G41110.1,226,589,proximal,32.60948024058792
AT2G27230.1,334,458,proximal,14.375636077246753
AT2G27230.2,372,458,proximal,15.57265545047862
AT1G68935.1,281,897,proximal,-73.44504434740368
AT4G16380.2,107,551,proximal,13.280608417502496
AT4G16380.1,107,551,proximal,13.280608417502496
AT1G33100.1,264,1303,proximal,1.6597930786552446
AT5G11190.1,80,585,proximal,-23.892836805224846
AT3G01070.1,236,517,proximal,-10.413370450326989
AT3G61130.1,343,427,proximal,13.81898762149879
AT3G05440.1,294,473,proximal,1.3202446080055277
AT4G19330.1,217,331,proximal,-2.2777508142892953
AT2G35330.2,72,236,proximal,9.585818585335925
AT3G12390.1,144,400,proximal,2.3235685104605737
AT5G13030.1,363,674,proximal,3.380854991727098
AT3G07590.2,90,228,proximal,3.0244642595776323
AT3G07590.2,306,532,proximal,14.10687378231176
AT3G07590.1,90,228,proximal,3.0244642595776323
AT3G07590.1,306,532,proximal,14.10687378231176
AT2G40113.1,400,542,proximal,-2.196751366574528
AT4G35840.1,279,471,proximal,6.3485895959417595
AT5G18500.2,82,168,proximal,0.12106167866193594
AT5G18500.2,288,856,proximal,30.53294325834791
AT5G18500.1,288,856,proximal,30.53294325834791
AT4G15100.1,286,497,proximal,-3.9410850130510044
AT5G51460.1,189,1179,proximal,-2.9777087979904153
AT3G02120.1,355,429,proximal,-8.242164648989661
AT4G30540.1,315,1122,proximal,-53.48735611479872
AT2G26510.1,370,929,proximal,8.324498363124231
AT2G26510.2,370,929,proximal,8.324498363124231
AT5G57620.1,223,335,proximal,16.486867334715036
AT4G11175.1,155,373,proximal,36.605999829203625
AT5G56325.1,375,479,proximal,-5.828222388729342
AT1G51410.1,121,340,proximal,17.524628038631867
AT4G35040.1,288,385,proximal,6.051615802813659
AT1G12330.1,90,446,proximal,6.354132627555344
AT5G56470.1,43,182,proximal,-5.031779957849439
AT1G53870.1,330,438,proximal,-7.950459326382122
AT1G53870.2,330,438,proximal,-7.950459326382122
AT3G25280.1,97,176,proximal,-4.843630131403645
AT3G25280.1,395,495,proximal,-7.513484515086466
AT3G60910.1,213,330,proximal,-0.8287505705569731
AT3G32090.1,234,323,proximal,2.099973150822464
AT3G32090.1,372,572,proximal,-8.363212637170832
AT1G08530.1,368,465,proximal,10.194519841999629
AT1G27750.1,347,657,proximal,20.19534318334484
AT5G48545.1,303,375,proximal,-5.956850766706363
AT5G06980.3,230,315,proximal,1.4042600797131821
AT5G06980.4,230,315,proximal,1.4042600797131821
AT5G06980.1,230,315,proximal,1.4042600797131821
AT5G06980.2,230,315,proximal,1.4042600797131821
AT5G50960.1,137,238,proximal,9.430025825953024
